F3924,supervised_prob,iso_anomaly_score,final_risk_score
0,7.559772668603821e-08,0.1842151599930908,0.05526460091633592
0,2.2976140765150277e-08,0.7076845624176931,0.21230538480860645
0,5.852133389921757e-09,0.0633629321400142,0.019008883738497635
1,0.9999999421049302,0.36564937566535805,0.8096947721730585
0,1.3248575420678538e-08,0.15957558628971602,0.0478726851609176
0,8.896771286473114e-08,0.06647052623930294,0.019941220149189885
0,2.9268117236964514e-07,0.3034330371771006,0.09103011602995083
0,7.32106326889189e-08,0.11332718706039857,0.03399820736556245
0,2.4726296296940145e-09,0.09483726601747533,0.02845118153608334
0,3.76812365950639e-08,0.14925576193488999,0.04477675495733261
0,5.7830272495261835e-08,0.15583360359600573,0.04675012155999247
0,9.490893003929551e-10,0.2295859658441035,0.06887579041759356
0,4.8344408719082735e-09,0.17576760308549944,0.05273028430975844
0,3.7021236202615377e-06,0.15399257645684084,0.04620036442358643
0,1.0578216063293512e-07,0.5828747530847952,0.174862499972951
0,7.265577588120262e-09,0.05039640651115984,0.015118927039252264
0,8.420539045778809e-09,0.5714947553976477,0.17144843251367162
0,1.3714563168209318e-09,0.29009670047753766,0.08702901110328072
0,5.709571091287167e-10,0.08364830739500495,0.02509449261817146
0,2.088201037885915e-08,0.3836162581351753,0.11508489205795985
0,8.566291359503428e-09,0.41636555939480957,0.12490967381484683
0,4.492302519783045e-09,0.15520390499088954,0.046561174641878623
0,1.9073223681315144e-09,0.23954209376365687,0.07186262946422273
0,3.9710050734893465e-09,0.3424775626789339,0.10274327158338373
0,6.39650768999407e-10,0.1963589227611302,0.0589076772760946
0,1.0093556133474571e-07,0.2935663378875256,0.08806997202115062
0,1.5488912717023306e-09,0.5580615242898592,0.16741845837118163
0,5.304076680157755e-06,0.3560538023019316,0.10681985354425559
0,4.281829978615272e-09,0.09478287389036,0.028434865164388985
0,3.238863790411294e-09,0.1128805126844783,0.03386415607254814
0,3.91308156633123e-09,0.21603205925958957,0.06480962051703397
0,2.6446662102621655e-08,0.47750299991894984,0.14325091848834842
0,1.124199523439378e-09,0.12805791526921417,0.03841737536770392
0,6.840906575638259e-10,0.17253090146550476,0.05175927091851489
0,6.860761636452225e-06,0.15447262510009196,0.046346590063173106
0,1.5992249332965983e-08,0.741202929188387,0.22236088995109066
0,1.1781568883842301e-08,0.1582319921225227,0.04746960588385503
0,2.9057296930754153e-07,0.05036514262736347,0.015109746189287555
0,4.432314003769997e-09,0.43608069135804106,0.13082421051003212
0,1.6152629900011716e-09,0.09129124268632671,0.027387373936582103
0,6.2446489009126994e-06,0.11990279949315852,0.035975211102178196
0,1.0831739461334523e-07,0.5413563723545478,0.16240698752854058
0,1.5487953106792053e-09,0.20354062404677564,0.06106218829818941
0,3.3229039344593262e-09,0.05006166492172637,0.015018501802550663
0,2.3288100815119715e-09,0.08425087653028762,0.025275264589253343
0,1.142511441990029e-08,0.3964550813807438,0.11893653241180324
0,4.779879291526737e-09,0.6828555203715228,0.20485665945737233
0,3.980056846123298e-09,0.39976433618507035,0.11992930364156089
0,3.8891950952434176e-10,0.10179793189556341,0.030539379840912678
0,1.5777957741477086e-09,0.3072316430188172,0.0921694940101022
0,9.253685482652276e-09,0.15850861600824262,0.047552591280052625
0,3.451086267728734e-08,0.37014029702636664,0.11104211326551386
0,2.194125044696766e-09,0.3938393696138579,0.1181518124200449
0,1.37486720007346e-06,0.12516995392097285,0.03755194858333191
0,4.069224679822024e-07,0.21843370987425104,0.06553039780800289
0,4.80744366024449e-09,0.49241433995813344,0.14772430535265058
0,1.5635083388116675e-08,0.15796298947615828,0.04738890778740585
0,5.094978090131216e-10,0.6707715272752119,0.20123145853921204
0,2.50533674779533e-09,0.053258404044007945,0.015977522966938107
0,6.270173528043383e-08,0.06547015712362125,0.019641091028301073
0,7.45119313996075e-09,0.46576579400485696,0.1397297434172923
0,5.274885576608697e-09,0.2589867371001239,0.07769602482245706
0,1.4563994373823268e-09,0.0801388389806229,0.024041652713666477
0,9.14621220167355e-08,0.09491753731234842,0.02847532521718994
0,6.466667765280591e-10,0.0874988664523727,0.026249660388378556
0,5.296952413533553e-07,0.13686766479734003,0.041060670225870954
0,5.5350324323545046e-08,0.6357426231647807,0.19072282569466123
0,2.9160915431871168e-08,0.18639894872145024,0.055919705029075874
0,1.0324499370832383e-08,0.27201419810656413,0.0816042666591188
0,1.3657047862005022e-09,0.6418780527574441,0.19256341678322658
0,9.646576692128856e-09,0.17511079034100896,0.05253324385490637
0,1.0728909270378457e-07,0.1714599830402609,0.05143807001444316
0,3.521510429207599e-08,0.6474725281583353,0.1942417830980736
0,1.656819202239516e-07,0.19526592815957133,0.05857989442521556
0,1.6635819651273325e-07,0.4967573840421964,0.14902733166339646
0,1.8664873093414123e-07,0.1141099360136083,0.034233111458194146
0,3.452412583973106e-07,0.3297882147146375,0.09893670608327212
0,3.627445446618202e-09,0.22227004025705666,0.0666810146163288
0,1.5163078206059237e-08,0.27241128949283955,0.08172339746200662
0,5.662637083524619e-10,0.06595808121857782,0.019787424761957943
0,9.422996363453012e-10,0.2723866195497743,0.08171598652454203
0,1.1841797388125057e-07,0.03716363427322,0.011149173174547718
0,2.086699238652322e-09,0.42642382347882524,0.12792714850433703
0,1.2701254630796087e-07,0.20689351293987357,0.062068142790744484
0,2.5618148026837887e-08,0.1341566309785519,0.04024700722626919
0,8.916741393598153e-09,0.19948611876461664,0.059845841871103964
0,6.251517584100642e-09,0.12366100493185672,0.037098305855619323
0,5.199230872103656e-10,0.15411361445863425,0.046234084701536435
0,8.556672754410526e-09,0.729559301984489,0.21886779658501762
0,1.5912322530848893e-08,0.07095350469116923,0.02128606254597654
0,1.1802807931305747e-08,0.34662790135958943,0.10398837866984238
0,7.663180215580326e-08,0.21992030495407422,0.06597614512848377
0,2.57761340504575e-09,0.138176236966722,0.041452872894345974
0,2.0811562782304053e-09,0.17598596759667884,0.052795791735813044
0,1.36060505133491e-09,0.19733221670691925,0.059199665964499305
0,3.603065909055525e-08,0.1739453814622608,0.0521836396601396
0,3.756410069963205e-09,0.3329354199845662,0.0998806286248569
0,5.754187598872652e-10,0.16139223988942542,0.04841767236962075
0,2.2325304757706457e-07,0.17197236160606644,0.051591864758953235
0,2.3913281471767102e-09,0.5490016532714492,0.16470049765536446
0,9.019844225731578e-10,0.18379767473917552,0.05513930305314175
0,1.763806712750286e-09,0.3221735238638591,0.09665205839382243
0,3.149123682858259e-07,0.10392085155585606,0.031176475905414617
0,8.487824165671595e-10,0.2529689873465949,0.07589069679812616
0,1.3503076375798568e-09,0.08231252538852041,0.02469375856177147
0,3.8534709374815613e-07,0.4568059560364889,0.1370420565539123
0,8.669560897026739e-08,0.1748586323221908,0.052457650383583514
0,3.401020079223164e-07,0.770233393303658,0.23107025606250292
0,1.0458524766956258e-06,0.1404562653849828,0.042137611712228525
0,5.837713878692944e-08,0.507726465493735,0.15231798051211765
0,2.456832444530279e-09,0.2976648306947064,0.08929945092819462
0,2.4975435441641195e-09,0.19714595670026136,0.059143788758358885
0,8.53091576272937e-10,0.21221158219783298,0.063663475256514
0,9.186956967068488e-07,0.08237849794143992,0.024714192469419673
0,1.1897009988554127e-09,0.08352035425778181,0.02505610711012524
0,4.888892757425514e-07,0.15506572075202518,0.046520058448100574
0,5.437290671386816e-09,0.4634436077833254,0.13903308614110108
0,1.2120720506907653e-07,0.2528299525946808,0.07584907062344777
0,3.1125278358940596e-09,0.10456730296546879,0.03137019306841012
0,5.577592103025234e-09,0.5119166644618778,0.15357500324287782
0,8.531582792848148e-10,0.03833749979752821,0.011501250536469257
0,1.4753288863612632e-06,0.4312989204431019,0.12939070886315102
0,4.39811232720888e-09,0.42585445950824397,0.1277563409311518
0,5.335460542725255e-09,0.18626205346293223,0.05587861977370205
0,1.2560465238364292e-09,0.23045950865555287,0.06913785347589842
0,1.6041472582782797e-09,0.3429323700751966,0.10287971214546206
0,3.962686382204732e-09,0.2537520203644732,0.07612560888322242
0,1.7084219307671397e-08,0.47854534502042345,0.14356361546508056
0,1.9129668632924562e-07,0.14870670272910624,0.044612144726412305
0,2.5622442292916574e-08,0.8090106630632207,0.2427032168546758
0,1.0971548253470945e-08,0.03925564007227644,0.01177669970176671
0,4.903544862756364e-08,0.34132828872878374,0.10239852094344915
0,1.6927787086872752e-07,0.09540001807453358,0.028620123916869678
0,4.785479562995954e-09,0.059487543707034574,0.017846266461946064
0,1.110799498806856e-06,0.12051729682903711,0.0361559666083603
0,4.523606031760109e-07,0.04083970112952717,0.012252226991280373
0,1.1369145181305272e-07,0.6162925550625244,0.1848878461027736
0,7.566176728820154e-08,0.15768096471479387,0.04730434237767526
0,5.2277936488111e-10,0.12358043185446244,0.03707412992228429
0,3.030995213716093e-06,0.18231170059531443,0.05469563187524393
0,2.298438791621232e-09,0.06730482929025594,0.020191450395983936
0,1.5564350337023065e-07,0.3345039104993762,0.10035128210026521
0,3.6399880270952e-06,0.056804164219674935,0.017043797257521445
0,2.6624171159041205e-09,0.2725569333127261,0.08176708185750982
0,5.448718039455044e-07,0.26470887343665683,0.07941304344125981
0,6.168741481173505e-10,0.3900441373644763,0.11701324164115479
0,8.845109635951461e-10,0.4755107688521307,0.14265323127479687
0,1.9400975980437878e-09,0.27422922420678153,0.08226876862010278
0,1.7904523432575012e-09,0.11952144730254377,0.035856435444079765
0,3.6482617353781327e-09,0.6004701549234335,0.18014104903081324
0,8.013463205944218e-10,0.3939957687528436,0.11819873118679548
0,2.321284907964891e-09,0.41393604336581724,0.1241808146346446
0,2.534072114917668e-09,0.0920908714059887,0.02762726319564709
0,1.822457319585844e-09,0.3158276992369866,0.09474831104681611
0,2.619546610126103e-07,0.5441766527745884,0.16325317920063923
0,4.3877587603053264e-09,0.09719760282063383,0.029159283917621282
0,7.889254667280086e-09,0.3000200805510912,0.09000602968780562
0,1.8870526945387865e-06,0.3037329311484802,0.09112120028143024
0,1.3610280413996226e-07,0.10466216544891382,0.03139874490663704
0,2.3099681827944334e-08,0.16603588527057533,0.04981078175094988
0,2.6137320722211737e-09,0.5176381481501258,0.1552914462746502
0,3.824156595080458e-09,0.14239756369308465,0.04271927178483501
0,1.0688795181530415e-08,0.05285907165716419,0.015857728979305884
0,5.978965913906243e-10,0.22335214003595816,0.06700564242931506
0,5.1874581682375235e-09,0.1267697066601241,0.03803091562925795
0,5.047316399475522e-09,0.4754325187683548,0.1426297591636279
0,3.1205068571290077e-07,0.22220667108837056,0.06666221976199116
0,1.9034341207636685e-09,0.2718932427206542,0.08156797414860013
0,2.9337114514068403e-07,0.19081044307360662,0.057243338281883584
0,6.618015076633216e-07,0.13848720230661649,0.04154662395304031
0,5.772967285089566e-09,0.2871178831483119,0.08613536898557066
0,4.107794060203414e-09,0.2233618686338813,0.06700856346562023
0,1.2838608485636563e-09,0.2077792506175825,0.06233377608397734
0,5.598704229471192e-10,0.19987593955901628,0.05996278225961418
0,3.997373224115318e-08,0.10787231691879628,0.032361723057251456
0,2.1653931346491994e-08,0.16748149369079213,0.05024446326498958
0,3.891886513568268e-09,0.13043362668732073,0.03913009073051678
0,3.076205086346946e-09,0.5421821132993063,0.16265463614313544
0,2.385127613350871e-07,0.12829286896735348,0.03848802764913898
0,2.686435172190001e-09,0.055242342632644936,0.0165727046702981
0,1.2312720028267282e-08,0.19801620954917099,0.059404871483655315
0,2.125231622056251e-09,0.2582036264336438,0.07746108941775527
0,4.1822844876740564e-07,0.09323718878285703,0.027971449394771246
0,1.9766046689441887e-06,0.37899210421377805,0.11369901488740167
0,8.030796066562453e-08,0.6826684748168472,0.20480059866062664
0,7.933541849072332e-09,0.10736145649210593,0.03220844250111107
0,3.4014926480751765e-10,0.37862909194812033,0.11358872782254058
0,1.49068618312956e-07,0.21472887447532907,0.06441876669063154
0,6.47282695488018e-08,0.18032131267202678,0.054096439111396714
0,5.042771910792983e-06,0.037012257668800674,0.011107207240977756
0,9.672125484832451e-09,0.17777859445119704,0.053333585105846945
0,4.0778315558911155e-07,0.3799249355002421,0.11397776609828154
0,5.140627763220106e-09,0.20386669644371613,0.06116001253155427
0,4.276508733785407e-09,0.13249719149288453,0.03974916044142147
0,3.691387301680533e-08,0.8015343079064,0.2404603182116311
0,1.1177188968305028e-07,0.08311507117901695,0.024934599594027863
0,1.2253066232453375e-09,0.18132173387140504,0.05439652101913615
0,4.632296162668806e-09,0.694565096320278,0.2083695321386907
0,1.2004345445823367e-05,0.22776542896419893,0.06833803173107175
0,5.971022794804787e-08,0.23358635928696192,0.07007594958324814
0,4.967395054194676e-09,0.25880915887452205,0.07764275113953314
0,1.6412630172041628e-09,0.1812102457436262,0.05436307487197197
0,3.55118140177546e-07,0.1849239610233565,0.05547743688970508
0,5.6159116432760535e-09,0.1718161350588453,0.05154484444879174
0,1.2908750053008437e-08,0.6709305637615601,0.20127917816459306
0,3.759522173601467e-09,0.11113292115557183,0.033339878978337074
0,3.78624338139568e-09,0.23361045473994846,0.0700831390723549
0,2.3692594799878615e-08,0.17795455661798854,0.05338638357021292
0,3.713751495733887e-09,0.11437688275731783,0.0343130674268214
0,1.8152728599619987e-08,0.2615986294122692,0.07847960153059078
0,1.9886576296380523e-09,0.06017695786874033,0.018053088752682443
0,1.646481971901532e-08,0.10890943576912948,0.032672842256112646
0,1.0285976168610979e-07,0.15145034849201222,0.04543517654943685
0,3.4049507597017854e-08,0.7674573353732064,0.2302372244466172
0,6.180805304444775e-06,0.20715579694608155,0.06215106564753757
0,1.7813402888292607e-09,0.18581126761143596,0.05574338153036899
0,1.7267226049357471e-06,0.0944296883957968,0.028330115224562493
0,6.339434744886303e-09,0.03388813752003583,0.010166445693615071
0,1.4557713929100076e-09,0.19384067187076637,0.05815220258026989
0,1.9666382121726446e-07,0.5269023271733886,0.15807083581669143
0,9.231586569695542e-10,0.1363869207111127,0.04091607685954486
0,1.1383120214974202e-06,0.08268039637936964,0.02480491573222594
0,8.968040646108628e-10,0.43235397712498447,0.1297061937652582
0,2.8957039048612523e-08,0.1402088891333363,0.04206268700992822
0,6.806313280680122e-08,0.17477782736281566,0.05243339585303766
0,4.078689751583234e-08,0.11396548437352616,0.034189673862886114
0,8.031883199556492e-09,0.1108745703561177,0.03326237672915355
0,5.899826881907989e-09,0.21188138966785852,0.06356442103023636
0,1.571267284267131e-07,0.05820074264935293,0.01746033278351578
0,2.59723444141496e-07,0.09450556741875249,0.028351852032036644
0,2.293912883798637e-08,0.32870838153498483,0.09861253051788563
0,5.961455188642382e-08,0.42398296187461815,0.12719493029257178
0,3.9161128012757355e-09,0.4127137046332541,0.12381411413125519
0,1.1204277631365727e-09,0.2876577967942532,0.08629733982257538
0,2.9424535519032923e-08,0.3676991476951178,0.1103097649057102
0,2.581183489960498e-08,0.2266585407488766,0.0679975802929474
0,2.644326456935801e-08,0.6092973823332632,0.18278923321026416
0,1.9988948991046665e-08,0.09344521420254981,0.028033578253029236
0,3.666078545106416e-09,0.06917540877568129,0.02075262519895937
0,2.6035800203447595e-10,0.3808121448501025,0.11424364363728134
0,2.434497196305092e-09,0.3344497897375047,0.10033493862539944
0,6.707724582464527e-08,0.39692640318758554,0.11907796791034773
0,1.2596104692507764e-09,0.628654338697938,0.1885963024911087
0,1.6448096590806367e-09,0.22864182868990457,0.06859254975833813
0,1.487729963910803e-08,0.20586292963042607,0.061758889303237564
0,9.94875516148697e-10,0.5127243946316966,0.15381731908592186
0,2.5528858097859494e-08,0.12307530622207963,0.036922609736824555
0,6.17402045356877e-10,0.146420001677935,0.04392600093556193
0,6.614618292244261e-10,0.03925891053555253,0.011777673623689039
0,8.071662328460228e-06,0.12762550021173402,0.03829330022715013
0,3.173459035537054e-08,0.17906365723520112,0.053719119384773584
0,9.665110086922871e-09,0.10526028304963653,0.03157809168046802
0,2.3443153972619067e-09,0.29298881367465646,0.08789664574341771
0,8.573292565412163e-07,0.10876876800313584,0.032631230531420335
0,8.932176501017406e-09,0.15716852249228275,0.04715056300020837
0,2.111014211661655e-09,0.04264931851278475,0.012794797031545372
0,1.6123355297260732e-08,0.5056312703257395,0.15168939238407056
0,3.4700978321950655e-09,0.5096742576571213,0.15290227972620485
0,1.0328114186318787e-08,0.6649286403432958,0.19947859933266868
0,9.844331490848891e-10,0.11340414821414035,0.03402124515334531
0,8.743108657000747e-09,0.15876306098059867,0.04762892441435566
0,1.7773536216071258e-08,0.19460633183255727,0.05838191199124253
0,4.237934500884415e-07,0.19345940784480165,0.05803811900885555
0,3.5462374135065436e-08,0.2468928963377418,0.07406789372498443
0,3.6761242027981663e-07,0.1728625328678206,0.051859017189040374
0,1.9798205372017514e-07,0.21807351949768927,0.0654221944367444
0,1.1400052560845756e-05,0.14321164958067045,0.04297147491099373
0,2.4772605446842896e-09,0.0835066499463274,0.0250519967179806
0,1.921387394046882e-08,0.1493160488148938,0.0447948280941799
0,2.2631747544530436e-07,0.24211864701130892,0.07263575252562549
0,1.8027210097607067e-07,0.12196187134064151,0.036588687592663136
0,5.077179706011483e-09,0.3904109201441507,0.117123279597271
0,1.5119727197561106e-08,0.441254632940686,0.13237640046601484
0,1.2970046178001597e-07,0.19738747575387672,0.05921633351648626
0,6.360610211410561e-07,0.21218537740660726,0.06365605846469696
0,4.265238415684693e-08,0.13288765052150775,0.039866325013121234
0,4.868803901235546e-06,0.5543247547211959,0.16630083457908965
0,2.9435620428455275e-09,0.033419245341435255,0.010025775662924006
0,1.0186672489321152e-05,0.06995536573493766,0.02099374039122382
0,4.502210183886916e-10,0.6072634245827784,0.18217902768998823
0,3.4344686065964014e-09,0.2211058864284926,0.0663317683326758
0,3.152843504951604e-07,0.07283373725636966,0.021850341875956244
0,1.7938788901056767e-09,0.30780178517495727,0.09234053680820241
0,1.4012310678399385e-09,0.5386984343729766,0.16160953129275474
0,2.8385594688824954e-08,0.17929688978969371,0.05378908680682439
0,2.796206251787996e-07,0.05387494879631827,0.016162680373333106
0,1.040004402326054e-08,0.06283673747283092,0.018851028521880094
0,4.744980695517535e-09,0.8020610161923661,0.2406183081791963
0,9.324030229496057e-09,0.10613578032665094,0.03184074062481644
0,5.308429382987242e-09,0.6458320889236682,0.193749630393001
0,6.680394350321788e-09,0.5224983195937162,0.15674950055439088
0,4.9312260695438013e-08,0.2236289057840578,0.06708870625379983
0,6.782030482908884e-09,0.18402288286557844,0.055206869607094866
0,2.6502658629712486e-08,0.19366851597668466,0.05810057334486644
0,4.138359615363222e-09,0.4441263011259525,0.13323789323463747
0,4.889743600113275e-09,0.0818610865449253,0.02455832938629811
0,1.399242529160007e-09,0.13984800227992122,0.041954401663446134
0,1.09739668630568e-08,0.4307307443143893,0.12921923097609359
0,3.4752071787774407e-07,0.22663682254459672,0.06799129002788153
0,5.560789435727627e-09,0.18132923501941933,0.054398774398378404
0,5.388160174170609e-09,0.2192707426214604,0.06578122655815025
0,1.2685214601128031e-06,0.12975552774918864,0.038927546289778674
0,1.0404462035757542e-08,0.2914169623794104,0.08742509599694653
0,9.764120541050714e-08,0.9578782973797486,0.2873635575627684
0,1.6612539232210166e-06,0.1669849299613868,0.0500966418661623
0,3.520557313162846e-08,0.10413697711869918,0.031241117779510944
0,4.93946874808043e-09,0.08819786768845428,0.02645936376416441
0,5.3018064925793714e-09,0.1581380692343759,0.047441424481577316
0,4.861470015478122e-09,0.09598288657581278,0.028794869375772844
0,6.203012907422354e-08,0.5636255558489621,0.169087710175779
0,5.315991433869591e-08,0.826918506640028,0.2480755892039484
0,8.84665633656072e-09,0.0838693991733177,0.025160825944654748
0,3.6974845211984273e-09,0.32261675342479146,0.0967850286156766
1,0.9999995566822433,0.4561811034044012,0.8368540206988906
0,3.273871772431423e-08,0.014538984897921048,0.004361718386478721
0,1.6696964128509198e-09,0.1709408757030575,0.051282263879704734
0,6.479744075071749e-10,0.45645218244340613,0.13693565518660392
0,6.543602290247068e-09,0.15396553219088271,0.046189664237786414
0,4.1103620850142514e-09,0.28448606971658263,0.08534582379222826
0,9.875032704115528e-06,0.024690878582039,0.00741417609750458
0,1.3338879333801143e-07,0.21001136727111436,0.06300350355348965
0,3.1359540085305623e-10,0.23342380910284766,0.07002714295037107
0,7.962291260534172e-10,0.27702210553420625,0.08310663221762227
0,4.9392330640076315e-06,0.18618892141356624,0.055860133887214676
1,0.9999996659597167,0.17868237279917976,0.7536044780115555
0,1.620176779119645e-08,0.6405220488531514,0.1921566259971829
0,9.27486201608858e-10,0.05664953610251833,0.016994861479995838
0,3.2548101002499643e-09,0.45757100496760594,0.13727130376864885
0,4.3695629160820466e-07,0.12638119882352528,0.03791466551646171
0,3.76750787681912e-08,0.08743250925958101,0.02622977915042944
0,1.7234821688137402e-09,0.5545146405292161,0.16635439336520233
0,1.0871931231463528e-06,0.47273272975992975,0.14182057996316513
0,6.289074614314911e-10,0.2916236840200247,0.08748710564624262
0,3.29043500575349e-06,0.1597346510215374,0.04792269861096524
0,3.115654969224262e-10,0.1353906796576977,0.040617204115405155
0,1.0768630287219654e-08,0.2686368731061788,0.08059106946989483
0,1.1539350797184216e-07,0.39894806099173763,0.11968449907297686
0,1.3753787388653392e-07,0.1740747794296844,0.052222530105417046
0,2.399355618571519e-09,0.06188464457340015,0.018565395051568977
1,0.9999998081117254,0.2955607582031604,0.7886680931391559
0,6.66671575898883e-09,0.4870117660614677,0.14610353448514132
0,1.3113029921756833e-08,0.33301272170277607,0.09990382568995376
0,1.9651867791067016e-09,0.32463837038882004,0.09739151249227676
0,5.399778687625304e-08,0.17479246570136098,0.052437777508859106
0,2.457864540650968e-09,0.1738605912656197,0.052158179100191084
0,1.9280338890769837e-09,0.4567500144068185,0.13702500567166925
0,1.3542464035144326e-07,0.27047655527766834,0.08114306138054875
0,5.740704912431048e-09,0.11726748592400016,0.03518024979569349
0,5.128934485063496e-09,0.3074845207563035,0.09224535981714518
0,8.537426284730363e-10,0.13550589793377288,0.0406517699777517
0,3.3823038289339556e-08,0.2270888807378153,0.0681266878974714
0,4.676009879425653e-09,0.3381015093600136,0.10143045608121098
0,2.560787822678323e-07,0.18473789482887093,0.05542154770380887
0,3.5913010258914896e-07,0.29173814319926805,0.08752169435085222
0,1.122816867248862e-09,0.419146262690137,0.12574387959301292
0,1.0504846655840496e-09,0.10647238100179268,0.031941715035877075
0,8.2040417861422e-09,0.35592051477163933,0.10677616017432105
0,3.3711484929455945e-06,0.858362854979037,0.25751121629765616
0,2.547337481284384e-07,0.1700457346759765,0.05101389871641664
0,3.200375248143388e-05,0.24111678595906438,0.07235743841445631
0,1.8586726402424724e-05,0.09826128655712485,0.02949139667561915
0,6.132481552731354e-09,0.251438811598918,0.07543164777241249
0,6.982374667001052e-06,0.14720673599158451,0.044166908459742256
0,2.47034806862906e-08,0.33483931782833876,0.10045181264093811
0,6.069641984380984e-06,0.5554656338268187,0.16664393889743467
0,2.5538457365921062e-08,0.09938033255359158,0.02981411764299763
0,2.0610384690251944e-08,0.23303302817367444,0.06990992287937162
0,1.3913568568837954e-08,0.18320871622059587,0.05496262460567676
0,3.6295872807384415e-08,0.33142520559754296,0.09942758708637385
0,5.1815628252361134e-09,0.06408557775762147,0.01922567695438042
0,1.1620540937376671e-07,0.6019057477109675,0.1805718056570768
0,4.4180642162334263e-08,0.09103159683496387,0.02730950997693867
0,1.8439133469470184e-09,0.1909064440524797,0.05727193450648325
0,1.5348161668876442e-09,0.053607127236834695,0.016082139245421727
0,3.602991136321916e-09,0.16958256135386496,0.050874770928253286
0,1.3624151486440345e-09,0.8017412038296755,0.24052236210259323
0,3.3908137964804505e-06,0.18570982924797474,0.05571532234404996
0,5.601305025255007e-10,0.12665841075846251,0.0379975236196301
0,3.157292752869724e-08,0.1871770012761408,0.0561531224838915
0,5.958274634151539e-09,0.31099890614369574,0.09329967601390096
0,7.554241777628414e-08,0.22765564319573028,0.06829674583841153
0,2.0899134362795136e-07,0.20285454900475008,0.06085651099536556
0,9.021740574275313e-10,0.09980651912740779,0.02994195636974418
0,1.3305948212720379e-08,0.13983896507418236,0.04195169883641845
0,2.8748978030471987e-09,0.1276132875828906,0.03828398828729564
0,1.0436706977869283e-09,0.38411013950878514,0.11523304258320503
0,3.1409010257269107e-09,0.04071839628290408,0.012215521083501941
0,3.697986186131763e-08,0.15119409907200132,0.0453582556075037
0,2.699258347732805e-09,0.27423309689112174,0.08226993095681737
0,1.858571630647173e-09,0.8458334339423614,0.25375003148370856
0,1.5519857557901177e-07,0.1886618727268755,0.056598670457065556
0,6.749018069276041e-08,0.19769387818630468,0.05930821069901789
0,1.9007038278740125e-08,0.1376675857576607,0.041300289032225
0,5.7777777366716206e-09,0.29455575100372844,0.08836672934556294
0,4.259366881626281e-08,0.2003353428507788,0.06010063267080181
0,5.878677602812555e-10,0.14133873046778966,0.04240161955184433
