,missing_count,missing_pct
F2761,8155,89.79299713719445
F2758,8155,89.79299713719445
F3878,8154,89.78198634661969
F3054,8133,89.55075974454965
F3051,8133,89.55075974454965
F519,8118,89.38559788592822
F417,8118,89.38559788592822
F216,8118,89.38559788592822
F213,8118,89.38559788592822
F414,8118,89.38559788592822
F108,8118,89.38559788592822
F105,8118,89.38559788592822
F516,8118,89.38559788592822
F2757,8116,89.36357630477868
F2457,8116,89.36357630477868
F2263,8116,89.36357630477868
F2264,8116,89.36357630477868
F2859,8116,89.36357630477868
F2454,8116,89.36357630477868
F2861,8116,89.36357630477868
F2553,8116,89.36357630477868
F2862,8116,89.36357630477868
F2754,8116,89.36357630477868
F2755,8116,89.36357630477868
F2556,8116,89.36357630477868
F2551,8116,89.36357630477868
F2864,8116,89.36357630477868
F2554,8116,89.36357630477868
F2752,8116,89.36357630477868
F2262,8116,89.36357630477868
F2459,8116,89.36357630477868
F2261,8116,89.36357630477868
F2456,8116,89.36357630477868
F3845,8114,89.34155472362916
F3854,8114,89.34155472362916
F3851,8114,89.34155472362916
F2302,8081,88.97819863466196
F2598,8081,88.97819863466196
F2501,8081,88.97819863466196
F2903,8081,88.97819863466196
F2906,8081,88.97819863466196
F2305,8081,88.97819863466196
F2595,8081,88.97819863466196
F2498,8081,88.97819863466196
F2799,8081,88.97819863466196
F2796,8081,88.97819863466196
F2619,8078,88.94516626293768
F2324,8078,88.94516626293768
F2616,8078,88.94516626293768
F2931,8078,88.94516626293768
F2826,8078,88.94516626293768
F2519,8078,88.94516626293768
F2934,8078,88.94516626293768
F2516,8078,88.94516626293768
F2823,8078,88.94516626293768
F2321,8078,88.94516626293768
F2592,8028,88.3946267341995
F2589,8028,88.3946267341995
F2495,8028,88.3946267341995
F2492,8028,88.3946267341995
F2897,8028,88.3946267341995
F2900,8028,88.3946267341995
F2790,8028,88.3946267341995
F2296,8028,88.3946267341995
F2299,8028,88.3946267341995
F2793,8028,88.3946267341995
F2610,8018,88.28451882845188
F2318,8018,88.28451882845188
F2315,8018,88.28451882845188
F2613,8018,88.28451882845188
F2817,8018,88.28451882845188
F2510,8018,88.28451882845188
F2513,8018,88.28451882845188
F2820,8018,88.28451882845188
F2925,8018,88.28451882845188
F2928,8018,88.28451882845188
F2769,8017,88.27350803787712
F2468,8017,88.27350803787712
F2565,8017,88.27350803787712
F2766,8017,88.27350803787712
F2876,8017,88.27350803787712
F2471,8017,88.27350803787712
F2275,8017,88.27350803787712
F2873,8017,88.27350803787712
F2272,8017,88.27350803787712
F2568,8017,88.27350803787712
F2764,7991,87.98722748293328
F2767,7991,87.98722748293328
F2563,7991,87.98722748293328
F2270,7991,87.98722748293328
F2466,7991,87.98722748293328
F2874,7991,87.98722748293328
F2566,7991,87.98722748293328
F2469,7991,87.98722748293328
F2273,7991,87.98722748293328
F2871,7991,87.98722748293328
F2674,7990,87.9762166923585
F2990,7990,87.9762166923585
F2987,7990,87.9762166923585
F2375,7990,87.9762166923585
F2671,7990,87.9762166923585
F2378,7990,87.9762166923585
F357,7968,87.73397929971371
F354,7968,87.73397929971371
F52,7968,87.73397929971371
F49,7968,87.73397929971371
F2695,7939,87.41466637304558
F2698,7939,87.41466637304558
F2399,7939,87.41466637304558
F2402,7939,87.41466637304558
F3014,7939,87.41466637304558
F3011,7939,87.41466637304558
F2669,7938,87.40365558247082
F2672,7938,87.40365558247082
F2985,7938,87.40365558247082
F2373,7938,87.40365558247082
F2988,7938,87.40365558247082
F2376,7938,87.40365558247082
F352,7928,87.2935476767232
F50,7928,87.2935476767232
F47,7928,87.2935476767232
F355,7928,87.2935476767232
F2715,7905,87.04029949350364
F3033,7905,87.04029949350364
F2417,7905,87.04029949350364
F2414,7905,87.04029949350364
F2712,7905,87.04029949350364
F3036,7905,87.04029949350364
F378,7904,87.02928870292888
F381,7904,87.02928870292888
F76,7904,87.02928870292888
F73,7904,87.02928870292888
F2724,7902,87.00726712177934
F2727,7902,87.00726712177934
F2236,7902,87.00726712177934
F2233,7902,87.00726712177934
F2524,7902,87.00726712177934
F2527,7902,87.00726712177934
F2429,7902,87.00726712177934
F2834,7902,87.00726712177934
F2831,7902,87.00726712177934
F2426,7902,87.00726712177934
F2721,7864,86.58885707993834
F2718,7864,86.58885707993834
F3042,7864,86.58885707993834
F2423,7864,86.58885707993834
F2420,7864,86.58885707993834
F3039,7864,86.58885707993834
F87,7862,86.5668354987888
F90,7862,86.5668354987888
F396,7862,86.5668354987888
F399,7862,86.5668354987888
F3052,7858,86.52279233648976
F3049,7858,86.52279233648976
F517,7851,86.44571680246642
F211,7851,86.44571680246642
F106,7851,86.44571680246642
F103,7851,86.44571680246642
F214,7851,86.44571680246642
F514,7851,86.44571680246642
F412,7851,86.44571680246642
F415,7851,86.44571680246642
F93,7834,86.25853336269545
F96,7834,86.25853336269545
F402,7834,86.25853336269545
F405,7834,86.25853336269545
F2396,7823,86.13741466637305
F2393,7823,86.13741466637305
F2692,7823,86.13741466637305
F2689,7823,86.13741466637305
F3008,7823,86.13741466637305
F3005,7823,86.13741466637305
F2428,7792,85.79608015855538
F2425,7792,85.79608015855538
F2235,7792,85.79608015855538
F2833,7792,85.79608015855538
F2526,7792,85.79608015855538
F2830,7792,85.79608015855538
F70,7792,85.79608015855538
F375,7792,85.79608015855538
F2726,7792,85.79608015855538
F67,7792,85.79608015855538
F2723,7792,85.79608015855538
F372,7792,85.79608015855538
F2232,7792,85.79608015855538
F2523,7792,85.79608015855538
F2797,7787,85.74102620568156
F2794,7787,85.74102620568156
F2499,7787,85.74102620568156
F2593,7787,85.74102620568156
F2303,7787,85.74102620568156
F2300,7787,85.74102620568156
F2596,7787,85.74102620568156
F2904,7787,85.74102620568156
F2496,7787,85.74102620568156
F2901,7787,85.74102620568156
F3120,7784,85.70799383395727
F3117,7784,85.70799383395727
F282,7762,85.4657564413125
F279,7762,85.4657564413125
F585,7762,85.4657564413125
F582,7762,85.4657564413125
F174,7760,85.44373486016296
F483,7760,85.44373486016296
F480,7760,85.44373486016296
F171,7760,85.44373486016296
F2652,7757,85.41070248843867
F2972,7757,85.41070248843867
F2656,7757,85.41070248843867
F2654,7757,85.41070248843867
F2653,7757,85.41070248843867
F2359,7757,85.41070248843867
F2361,7757,85.41070248843867
F2967,7757,85.41070248843867
F2969,7757,85.41070248843867
F2970,7757,85.41070248843867
F2358,7757,85.41070248843867
F2357,7757,85.41070248843867
F2665,7735,85.16846509579388
F2981,7735,85.16846509579388
F2668,7735,85.16846509579388
F2369,7735,85.16846509579388
F2372,7735,85.16846509579388
F2984,7735,85.16846509579388
F2366,7734,85.15745430521912
F2975,7734,85.15745430521912
F2978,7734,85.15745430521912
F2363,7734,85.15745430521912
F2659,7734,85.15745430521912
F2662,7734,85.15745430521912
F2657,7730,85.11341114292006
F2660,7730,85.11341114292006
F2362,7730,85.11341114292006
F2364,7730,85.11341114292006
F2973,7730,85.11341114292006
F2976,7730,85.11341114292006
F31,7726,85.06936798062101
F34,7726,85.06936798062101
F336,7726,85.06936798062101
F337,7726,85.06936798062101
F339,7726,85.06936798062101
F338,7726,85.06936798062101
F32,7726,85.06936798062101
F33,7726,85.06936798062101
F40,7721,85.01431402774719
F37,7721,85.01431402774719
F345,7721,85.01431402774719
F342,7721,85.01431402774719
F340,7718,84.9812816560229
F343,7718,84.9812816560229
F38,7718,84.9812816560229
F35,7718,84.9812816560229
F2982,7694,84.71702268222859
F2979,7694,84.71702268222859
F2666,7694,84.71702268222859
F2663,7694,84.71702268222859
F2367,7694,84.71702268222859
F2370,7694,84.71702268222859
F46,7689,84.66196872935477
F43,7689,84.66196872935477
F348,7689,84.66196872935477
F351,7689,84.66196872935477
F2415,7643,84.15547236291566
F2412,7643,84.15547236291566
F2713,7643,84.15547236291566
F2710,7643,84.15547236291566
F3034,7643,84.15547236291566
F3031,7643,84.15547236291566
F311,7634,84.05637524774279
F308,7634,84.05637524774279
F6,7634,84.05637524774279
F3,7634,84.05637524774279
F44,7629,84.00132129486897
F41,7629,84.00132129486897
F349,7629,84.00132129486897
F346,7629,84.00132129486897
F2624,7611,83.80312706452322
F2627,7611,83.80312706452322
F397,7611,83.80312706452322
F394,7611,83.80312706452322
F2942,7611,83.80312706452322
F2939,7611,83.80312706452322
F2329,7611,83.80312706452322
F2332,7611,83.80312706452322
F88,7611,83.80312706452322
F85,7611,83.80312706452322
F3009,7595,83.62695441532702
F3012,7595,83.62695441532702
F2400,7595,83.62695441532702
F2397,7595,83.62695441532702
F2693,7595,83.62695441532702
F2696,7595,83.62695441532702
F3853,7572,83.37370623210747
F3850,7572,83.37370623210747
F3844,7572,83.37370623210747
F376,7569,83.34067386038318
F379,7569,83.34067386038318
F74,7569,83.34067386038318
F71,7569,83.34067386038318
F3111,7554,83.17551200176173
F3114,7554,83.17551200176173
F2,7550,83.13146883946267
F310,7550,83.13146883946267
F5,7550,83.13146883946267
F307,7550,83.13146883946267
F576,7517,82.76811275049548
F477,7517,82.76811275049548
F474,7517,82.76811275049548
F579,7517,82.76811275049548
F273,7517,82.76811275049548
F168,7517,82.76811275049548
F276,7517,82.76811275049548
F165,7517,82.76811275049548
F2716,7499,82.56991852014974
F2418,7499,82.56991852014974
F2421,7499,82.56991852014974
F2719,7499,82.56991852014974
F3037,7499,82.56991852014974
F3040,7499,82.56991852014974
F2938,7491,82.48183219555165
F2941,7491,82.48183219555165
F2331,7491,82.48183219555165
F2626,7491,82.48183219555165
F2328,7491,82.48183219555165
F2623,7491,82.48183219555165
F400,7479,82.34970270865448
F94,7479,82.34970270865448
F91,7479,82.34970270865448
F403,7479,82.34970270865448
F3877,7447,81.99735741026205
F3141,7392,81.39176392865008
F3138,7392,81.39176392865008
F603,7371,81.16053732658006
F600,7371,81.16053732658006
F299,7371,81.16053732658006
F296,7371,81.16053732658006
F195,7369,81.13851574543051
F198,7369,81.13851574543051
F501,7369,81.13851574543051
F498,7369,81.13851574543051
F3118,7365,81.09447258313148
F3115,7365,81.09447258313148
F580,7362,81.06144021140717
F277,7362,81.06144021140717
F280,7362,81.06144021140717
F583,7362,81.06144021140717
F478,7359,81.0284078396829
F172,7359,81.0284078396829
F481,7359,81.0284078396829
F169,7359,81.0284078396829
F3090,7315,80.5439330543933
F3087,7315,80.5439330543933
F3075,7282,80.18057696542613
F3076,7282,80.18057696542613
F3078,7282,80.18057696542613
F3073,7282,80.18057696542613
F541,7276,80.11451222197753
F543,7276,80.11451222197753
F538,7276,80.11451222197753
F540,7276,80.11451222197753
F237,7276,80.11451222197753
F235,7276,80.11451222197753
F240,7276,80.11451222197753
F238,7276,80.11451222197753
F130,7273,80.08147985025325
F132,7273,80.08147985025325
F438,7273,80.08147985025325
F436,7273,80.08147985025325
F127,7273,80.08147985025325
F129,7273,80.08147985025325
F441,7273,80.08147985025325
F439,7273,80.08147985025325
F3085,7268,80.02642589737943
F3088,7268,80.02642589737943
F252,7265,79.99339352565514
F249,7265,79.99339352565514
F552,7265,79.99339352565514
F555,7265,79.99339352565514
F144,7264,79.98238273508038
F141,7264,79.98238273508038
F450,7264,79.98238273508038
F453,7264,79.98238273508038
F513,7231,79.61902664611318
F510,7231,79.61902664611318
F102,7231,79.61902664611318
F99,7231,79.61902664611318
F207,7231,79.61902664611318
F210,7231,79.61902664611318
F408,7231,79.61902664611318
F411,7231,79.61902664611318
F3045,7227,79.57498348381414
F3048,7227,79.57498348381414
F553,7197,79.24465976657123
F550,7197,79.24465976657123
F250,7197,79.24465976657123
F247,7197,79.24465976657123
F142,7196,79.23364897599647
F139,7196,79.23364897599647
F448,7196,79.23364897599647
F451,7196,79.23364897599647
F201,7163,78.8702928870293
F204,7163,78.8702928870293
F507,7163,78.8702928870293
F504,7163,78.8702928870293
F305,7163,78.8702928870293
F302,7163,78.8702928870293
F606,7163,78.8702928870293
F609,7163,78.8702928870293
F3144,7160,78.83726051530499
F3147,7160,78.83726051530499
F512,7120,78.39682889231446
F209,7120,78.39682889231446
F98,7120,78.39682889231446
F101,7120,78.39682889231446
F509,7120,78.39682889231446
F407,7120,78.39682889231446
F410,7120,78.39682889231446
F206,7120,78.39682889231446
F3139,7090,78.06650517507157
F3136,7090,78.06650517507157
F598,7085,78.01145122219776
F297,7085,78.01145122219776
F294,7085,78.01145122219776
F601,7085,78.01145122219776
F196,7083,77.98942964104822
F499,7083,77.98942964104822
F193,7083,77.98942964104822
F496,7083,77.98942964104822
F3558,7078,77.93437568817441
F3556,7078,77.93437568817441
F3561,7078,77.93437568817441
F3235,7078,77.93437568817441
F3237,7078,77.93437568817441
F3234,7078,77.93437568817441
F3232,7078,77.93437568817441
F3559,7078,77.93437568817441
F3777,7076,77.91235410702488
F3775,7076,77.91235410702488
